Begrotingsjaar,VUO,HoofdstukRomeins,Hoofdstuknaam,Artikelnummer,Artikelnaam,StandOWB,StandO1,StandSBS,StandO2,Realisatie
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,64,123,123,1294,2546
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,113263,100299,100299,99689,84756
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Werkgevers- en bedrijfsvoeringsbeleid,113263,101768,101768,101553,88908
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,120282,144531,144531,243386,243412
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,145527,163718,163718,168818,159243
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,9,Uitvoering Rijksvastgoedbeleid,145527,163718,163718,168818,159243
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,10,Groningen versterken en perspectief,0,0,0,0,0
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,10,Groningen versterken en perspectief,0,0,0,0,0
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,10,Groningen versterken en perspectief,0,0,0,0,0
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,19303,151733,151733,174129,175891
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,541071,763686,763686,797325,772421
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal apparaat,540397,763012,763012,796651,799497
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,0,17968,17968,17968,18278
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,95890,116340,116340,67400,61541
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,25640,46090,46090,47150,46646
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nog onverdeeld,0,0,0,0,0
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nog onverdeeld,0,0,0,0,0
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nog onverdeeld,0,0,0,0,0
2023,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,14,Slavernijverleden: fonds en herdenkingscomité,0,0,0,0,0
2023,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,14,Slavernijverleden: fonds en herdenkingscomité,0,3000,3000,3000,0
2023,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,14,Slavernijverleden: fonds en herdenkingscomité,0,3000,3000,3000,0
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,9208,9208,9208,9243,7795
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,15192716,16082302,16082302,16056368,16025198
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,14369835,15494847,15494847,16457146,16243532
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7391,7391,7391,7391,7275
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,11189294,11737614,11737614,11554985,11467260
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,10540967,11865636,11865636,11922778,11656203
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4000,4700,4700,5700,5866
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,5541718,5830989,5830989,5814570,5812453
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,5548367,5437778,5437778,5489265,5451235
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,17,17,3731,4749
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,4466326,4627189,4627189,4622084,4550502
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,4447496,4806523,4806523,4791134,4780237
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,531,531,4350,4633
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,6705031,7100963,7100963,7099986,7094482
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,6743221,7515981,7515981,7884504,7860906
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,99,99,1
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,19250,22573,22573,21519,20802
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,19251,23002,23002,23216,25997
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,6500,6500,6500,6500,6249
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,223401,198518,198518,193577,187618
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,220502,212119,212119,202463,171494
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,1233363,1400270,1400270,1404284,1504908
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,5516325,6676369,6676369,5981369,5242784
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,5516325,6676369,6676369,5981369,5242784
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming onderwijsbijdrage en schoolkosten,2086,2180,2180,2180,2046
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming onderwijsbijdrage en schoolkosten,73732,77935,77935,72935,68943
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming onderwijsbijdrage en schoolkosten,73732,77935,77935,72935,68943
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,262124,251725,251725,236725,240897
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,15667,16448,16448,16448,16447
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,15667,16448,16448,16448,16447
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,4537,10176,10176,18709,26300
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,1209069,1339400,1339400,1300302,1285438
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,641444,829090,829090,801423,770632
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,134235,174515,174515,174515,210260
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,1128228,1242667,1242667,1240437,1275747
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,1131778,1329691,1329691,1327461,1385227
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,1501,1501,1501,148
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,1594966,1687724,1687724,1695905,1687994
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,1608827,1987335,1987335,2008424,2035774
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,0,183
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,20241,25838,25838,20903,19953
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,7277,16098,16098,14263,15160
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en Onvoorzien,0,0,0,0,0
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en Onvoorzien,0,0,0,0,0
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en Onvoorzien,0,0,0,0,0
2023,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,567,2475,2933
2023,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,351652,383580,383580,375965,367257
2023,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,353652,383580,383580,375965,364027
2023,O,X,Defensie,1,Inzet,2907,50332,50332,147823,76303
2023,U,X,Defensie,1,Inzet,232925,1286789,1286789,1057976,1142595
2023,V,X,Defensie,1,Inzet,205446,2280036,2280036,2676429,1747908
2023,O,X,Defensie,2,Koninklijke Marine,10881,12324,12324,12324,11054
2023,U,X,Defensie,2,Koninklijke Marine,1017361,1029631,1029631,1056387,1055837
2023,V,X,Defensie,2,Koninklijke Marine,1034161,1044776,1044776,1158918,1072034
2023,O,X,Defensie,3,Koninklijke Landmacht,8054,8054,8054,6232,6720
2023,U,X,Defensie,3,Koninklijke Landmacht,1696487,1740361,1740361,1753295,1748423
2023,V,X,Defensie,3,Koninklijke Landmacht,1696487,1738163,1738163,1778995,1745807
2023,O,X,Defensie,4,Koninklijke Luchtmacht,12111,12111,12111,12111,15155
2023,U,X,Defensie,4,Koninklijke Luchtmacht,778887,810914,810914,810464,808233
2023,V,X,Defensie,4,Koninklijke Luchtmacht,778887,809327,809327,834124,875278
2023,O,X,Defensie,5,Koninklijke Marechaussee,4459,6354,6354,8600,8923
2023,U,X,Defensie,5,Koninklijke Marechaussee,614826,672374,672374,627745,626304
2023,V,X,Defensie,5,Koninklijke Marechaussee,614826,670959,670959,630745,632220
2023,O,X,Defensie,6,Investeringen,0,0,0,0,0
2023,U,X,Defensie,6,Investeringen,0,0,0,0,0
2023,V,X,Defensie,6,Investeringen,0,0,0,0,0
2023,O,X,Defensie,7,Commando Materieel en IT,25765,25765,25765,21765,16532
2023,U,X,Defensie,7,Commando Materieel en IT,672061,715898,715898,742138,751169
2023,V,X,Defensie,7,Commando Materieel en IT,672061,713966,713966,762138,810649
2023,O,X,Defensie,8,Defensie Ondersteuningscommando,68995,68995,68995,73995,77985
2023,U,X,Defensie,8,Defensie Ondersteuningscommando,1348383,1520533,1520533,1565029,1555312
2023,V,X,Defensie,8,Defensie Ondersteuningscommando,1338383,1508034,1508034,1560078,1592958
2023,O,X,Defensie,9,Algemeen,1600,1600,1600,1600,16
2023,U,X,Defensie,9,Algemeen,187215,232308,232308,230353,237868
2023,V,X,Defensie,9,Algemeen,187215,232308,232308,238857,242564
2023,O,X,Defensie,10,Apparaat kerndepartement,7462,8117,8117,8117,10222
2023,U,X,Defensie,10,Apparaat kerndepartement,1592168,1744204,1744204,1725001,1712070
2023,V,X,Defensie,10,Apparaat kerndepartement,1592168,1741826,1741826,1744501,1727649
2023,O,X,Defensie,11,Geheim,0,0,0,0,0
2023,U,X,Defensie,11,Geheim,15685,18815,18815,18815,18468
2023,V,X,Defensie,11,Geheim,15685,18815,18815,18815,18468
2023,O,X,Defensie,12,Nog onverdeeld,0,0,0,0,0
2023,U,X,Defensie,12,Nog onverdeeld,361055,112262,112262,0,0
2023,V,X,Defensie,12,Nog onverdeeld,351055,102262,102262,0,0
2023,O,X,Defensie,13,Bijdrage aan Defensiematerieelbegrotingsfonds,0,0,0,0,0
2023,U,X,Defensie,13,Bijdrage aan Defensiematerieelbegrotingsfonds,6521608,5467518,5467518,5475126,5465956
2023,V,X,Defensie,13,Bijdrage aan Defensiematerieelbegrotingsfonds,6521608,5465332,5465332,5475126,5465956
2023,O,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,30,30,30,30,109
2023,U,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,59877,57416,57416,0,52905
2023,V,XII,Infrastructuur en Waterstaat,11,Integraal waterbeleid,48100,45457,45457,47363,43237
2023,O,XII,Infrastructuur en Waterstaat,13,Bodem en Ondergrond,0,3500,3500,3500,107
2023,U,XII,Infrastructuur en Waterstaat,13,Bodem en Ondergrond,130944,110468,110468,0,109413
2023,V,XII,Infrastructuur en Waterstaat,13,Bodem en Ondergrond,117282,94319,94319,0,127442
2023,O,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,5782,5782,5782,5125,4072
2023,U,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,293933,346544,346544,345451,329675
2023,V,XII,Infrastructuur en Waterstaat,14,Wegen en verkeersveiligheid,206740,526319,526319,529854,417039
2023,O,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,0,25522,25522,24103,3202
2023,U,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,210828,260497,260497,0,277447
2023,V,XII,Infrastructuur en Waterstaat,16,Openbaar vervoer en spoor,26306,273669,273669,254888,200147
2023,O,XII,Infrastructuur en Waterstaat,17,Luchtvaart,5167,4522,4522,7609,7631
2023,U,XII,Infrastructuur en Waterstaat,17,Luchtvaart,46693,119451,119451,0,81118
2023,V,XII,Infrastructuur en Waterstaat,17,Luchtvaart,93241,254234,254234,242178,209745
2023,O,XII,Infrastructuur en Waterstaat,18,Scheepvaart en Havens,0,0,0,419,620
2023,U,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,130251,88416,88416,88098,75267
2023,V,XII,Infrastructuur en Waterstaat,18,Scheepvaart en havens,115127,66377,66377,62403,47518
2023,O,XII,Infrastructuur en Waterstaat,19,Uitvoering Milieubeleid en Internationaal,0,312,312,569,729
2023,U,XII,Infrastructuur en Waterstaat,19,Uitvoering Milieubeleid en Internationaal,11377,11972,11972,11343,11009
2023,V,XII,Infrastructuur en Waterstaat,19,Uitvoering Milieubeleid en Internationaal,10955,12668,12668,12039,9727
2023,O,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,0,1000,1000,1946,2072
2023,U,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,54838,61584,61584,61499,59611
2023,V,XII,Infrastructuur en Waterstaat,20,Lucht en geluid,52142,66718,66718,71659,69552
2023,O,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,0,0,0,59,548
2023,U,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,71886,58661,58661,58970,57443
2023,V,XII,Infrastructuur en Waterstaat,21,Duurzaamheid,74209,63776,63776,63928,55167
2023,O,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,250,250,250,250,999
2023,U,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,87006,79952,79952,74596,69940
2023,V,XII,Infrastructuur en Waterstaat,22,Omgevingsveiligheid en milieurisico's,77333,67932,67932,63980,57697
2023,O,XII,Infrastructuur en Waterstaat,23,"Meteorologie, Seismologie en Aardobservatie",0,0,0,0,0
2023,U,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",69462,75027,75027,75544,75414
2023,V,XII,Infrastructuur en Waterstaat,23,"Meteorologie, seismologie en aardobservatie",70402,76098,76098,76615,76609
2023,O,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,24700,14948,14948,14948,14666
2023,U,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,203598,189203,189203,190109,196662
2023,V,XII,Infrastructuur en Waterstaat,24,Handhaving en toezicht,203598,189203,189203,190109,195959
2023,O,XII,Infrastructuur en Waterstaat,25,Brede Doeluitkering,0,0,0,0,0
2023,U,XII,Infrastructuur en Waterstaat,25,Brede doeluitkering,991493,1066023,1066023,1066023,1066020
2023,V,XII,Infrastructuur en Waterstaat,25,Brede doeluitkering,991492,1113061,1113061,1113061,1126467
2023,O,XII,Infrastructuur en Waterstaat,26,Bijdrage Investeringsfondsen,0,0,0,0,0
2023,U,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,10160555,9346064,9346064,9362535,9356499
2023,V,XII,Infrastructuur en Waterstaat,26,Bijdrage investeringsfondsen,10064928,9345914,9345914,9362207,9356499
2023,O,XII,Infrastructuur en Waterstaat,97,Algemeen departement,1101,1501,1501,3517,2102
2023,U,XII,Infrastructuur en Waterstaat,97,Algemeen departement,50988,66046,66046,68841,59129
2023,V,XII,Infrastructuur en Waterstaat,97,Algemeen departement,41543,54606,54606,58062,55728
2023,O,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,5841,8104,8104,11356,9893
2023,U,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,407254,470149,470149,472957,455862
2023,V,XII,Infrastructuur en Waterstaat,98,Apparaatsuitgaven Kerndepartement,401985,465111,465111,467004,446741
2023,O,XII,Infrastructuur en Waterstaat,99,Nog onverdeeld,0,0,0,0,0
2023,U,XII,Infrastructuur en Waterstaat,99,Nog Onverdeeld,324,0,0,0,0
2023,V,XII,Infrastructuur en Waterstaat,99,Nog Onverdeeld,324,25809,25809,0,0
2023,O,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,31934,177913,177913,171696,171160
2023,U,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,340794,326319,326319,346222,335956
2023,V,XIII,Economische Zaken en Klimaat,1,Goed functionerende economie en markten,304412,375132,375132,395035,349134
2023,O,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei,576949,362463,362463,372998,330800
2023,U,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei,2708363,3185607,3185607,2698524,2282148
2023,V,XIII,Economische Zaken en Klimaat,2,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei,3876152,5380227,5380227,5009196,3812305
2023,O,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,80200,127066,127066,127066,138565
2023,U,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,228337,596305,596305,490593,208266
2023,V,XIII,Economische Zaken en Klimaat,3,Toekomstfonds,172014,424526,424526,414551,216531
2023,O,XIII,Economische Zaken en Klimaat,4,Een doelmatige energievoorziening en beperking van de klimaatverandering,4505077,2441772,2441772,2363772,2407827
2023,U,XIII,Economische Zaken en Klimaat,4,Een doelmatige energievoorziening en beperking van de klimaatverandering,6084453,8375216,8375216,8052414,7707014
2023,V,XIII,Economische Zaken en Klimaat,4,Een doelmatige energievoorziening en beperking van de klimaatverandering,13736744,26544630,26544630,26621421,18448402
2023,O,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,11735415,6708356,6708356,6384916,4779961
2023,U,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,4490008,3589290,3589290,3008843,2507998
2023,V,XIII,Economische Zaken en Klimaat,5,Een veilig Groningen met perspectief,4486758,3567507,3567507,3015874,2630163
2023,O,XIII,Economische Zaken en Klimaat,6,Bijdrage Nationaal Groeifonds,0,0,0,0,0
2023,U,XIII,Economische Zaken en Klimaat,6,Bijdrage Nationaal Groeifonds,1572633,10000,10000,10304,0
2023,V,XIII,Economische Zaken en Klimaat,6,Bijdrage Nationaal Groeifonds,8574169,170000,170000,170304,0
2023,O,XIII,Economische Zaken en Klimaat,40,Apparaat,135350,151181,151181,123134,91493
2023,U,XIII,Economische Zaken en Klimaat,40,Apparaat,529932,638866,638866,632710,610217
2023,V,XIII,Economische Zaken en Klimaat,40,Apparaat,529932,638866,638866,632710,610217
2023,O,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld,0,0,0,0,0
2023,U,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld,0,0,0,0,0
2023,V,XIII,Economische Zaken en Klimaat,41,Nog onverdeeld,0,0,0,0,0
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Een weerbaar, veerkrachtig en veilig agro-, voedsel en vis..",0,0,0,0,0
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",11,"Een weerbaar, veerkrachtig en veilig agro-, voedsel en vis..",0,0,0,0,0
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",12,Natuur en biodiversiteit en gebiedsgericht werken,0,0,0,0,0
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",12,Natuur en biodiversiteit en gebiedsgericht werken,0,0,0,0,0
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",21,Land- en tuinbouw,32580,62380,62380,70383,80449
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",21,Land- en tuinbouw,585884,362436,362436,351440,242544
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",21,Land- en tuinbouw,708466,1252030,1252030,1230886,461642
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",22,"Natuur, visserij en gebiedsgericht werken",33365,57916,57916,65364,61971
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",22,"Natuur, visserij en gebiedsgericht werken",1219304,1412487,1412487,1075093,899800
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",22,"Natuur, visserij en gebiedsgericht werken",535168,776915,776915,493666,330351
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",23,Kennis en innovatie,9256,7474,7474,8926,9875
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",23,Kennis en innovatie,263509,382205,382205,383617,303881
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",23,Kennis en innovatie,255289,399061,399061,462067,400719
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",24,Uitvoering en toezicht,0,14900,14900,16543,14758
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",24,Uitvoering en toezicht,489218,564787,564787,600885,604994
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",24,Uitvoering en toezicht,489218,564845,564845,600885,604994
2023,O,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,3495,4426,4426,4369,3613
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,166488,214173,214173,221647,226244
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",50,Apparaat,166488,214173,214173,221647,226244
2023,U,XIV,"Landbouw, Natuur en Voedselkwaliteit",51,Nog onverdeeld,51567,103622,103622,94977,0
2023,V,XIV,"Landbouw, Natuur en Voedselkwaliteit",51,Nog onverdeeld,51567,103622,103622,94977,0
2023,O,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,206505,972020,972020,970770,974391
2023,U,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,1505632,1330816,1330816,1316822,1248083
2023,V,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,1718614,1362157,1362157,1361339,1259891
2023,O,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",18232,106257,106257,108566,109361
2023,U,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",6855655,7755589,7755589,7699212,7663162
2023,V,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Participatiewet en Toeslagenwet",6850529,7749565,7749565,7736511,7718054
2023,U,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,9893,7372,7372,6572,5900
2023,V,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,9893,17085,17085,16285,5900
2023,O,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,0,41861,41861,41861,41861
2023,U,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3763461,4151070,4151070,4147361,4139039
2023,V,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,3763461,4151070,4151070,4147361,4139039
2023,O,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,0,4756,4756,4756,4798
2023,U,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,237578,206567,206567,199800,179081
2023,V,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,234511,207348,207348,198906,177990
2023,O,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en verlofregelingen,0,290,290,290,291
2023,U,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en verlofregelingen,57606,47991,47991,41964,44003
2023,V,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en verlofregelingen,57606,47991,47991,41964,44003
2023,O,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1765766,1812575,1812575,1787514,1792216
2023,U,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,4317157,4539247,4539247,4454179,4440566
2023,V,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,4314657,4536747,4536747,4451679,4436342
2023,U,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,36835,41945,41945,42468,41573
2023,V,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,36835,41945,41945,42468,41304
2023,O,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,0,0,0,0,0
2023,U,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1714,2167,2167,2167,2078
2023,V,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,1714,2167,2167,2167,2078
2023,O,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,225743,278296,278296,287428,231470
2023,U,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,7662279,8197359,8197359,8147609,8202440
2023,V,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,7662279,8197359,8197359,8147609,8202440
2023,O,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,53045,53045,53550,54288
2023,U,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,657751,752239,752239,745195,741196
2023,V,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,657751,753231,753231,745976,741755
2023,O,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,20,20,20,21
2023,U,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,24100898,20629733,20629733,20636556,20635874
2023,V,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,24100898,20629733,20629733,20636556,20635874
2023,O,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,1000,14926,14926,39251,43030
2023,U,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,389946,482854,482854,438420,425275
2023,V,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,387946,481494,481494,440540,428776
2023,O,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat Kerndepartement,83567,90650,90650,91826,92868
2023,U,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat Kerndepartement,501604,574111,574111,566496,555161
2023,V,XV,Sociale Zaken en Werkgelegenheid,96,Apparaat Kerndepartement,498365,553914,553914,556560,557445
2023,O,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,0,0,0,0,0
2023,U,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,0,0,0,0,0
2023,V,XV,Sociale Zaken en Werkgelegenheid,98,Algemeen,0,0,0,0,0
2023,O,XV,Sociale Zaken en Werkgelegenheid,99,Nog onverdeeld,0,0,0,0,0
2023,U,XV,Sociale Zaken en Werkgelegenheid,99,Nog onverdeeld,252795,4212,4212,3024,0
2023,V,XV,Sociale Zaken en Werkgelegenheid,99,Nog onverdeeld,252795,4212,4212,3024,0
2023,O,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,33903,88221,88221,102221,181311
2023,U,XVI,"Volksgezondheid, Welzijn en Sport",1,Volksgezondheid,4129960,2946757,2946757,2859244,2797819
